,doi
818,10.1049/ip-cdt:20045077
819,10.1080/09613210802611025
820,10.1287/isre.2013.0492
821,10.1111/j.1745-493X.2006.00014.x
822,10.1080/00207543.2015.1055345
823,10.1080/09613218.2011.559704
824,10.1007/s10660-006-8677-7
825,10.2753/MIS0742-1222310204
826,10.1258/hsmr.2008.008008
827,10.1080/15332969.2013.798196
828,10.1080/10580530903455163
829,10.1002/asi.20468
830,10.1080/10580530701586144
831,10.5465/amj.2010.1099
832,10.1287/isre.1100.0319
833,10.3168/jds.2011-4330
834,10.1080/14783363.2014.906111
835,10.1007/s11156-011-0229-0
836,10.1080/17517575.2011.580008
837,10.1080/00207540512331336528
838,10.1111/padm.12066
839,10.1377/hlthaff.2011.0113
840,10.1300/J066v17n04_05
841,10.1111/j.1365-2575.2007.00287.x
842,10.1016/j.serrev.2010.08.015
843,10.1080/01449290903544652
844,10.1179/2047971912Y.0000000017
845,10.1145/1516046.1516078
846,10.2105/AJPH.2011.300542
847,10.2308/isys-50428
848,10.1007/s11235-015-0028-3
849,10.1002/asi.20664
850,10.1002/asi.21268
851,10.1080/10580530.2011.610277
852,10.1093/imaman/dpi014
853,10.2753/MIS0742-1222270206
854,10.1007/s10693-005-5109-0
855,10.1002/asi.23158
856,10.1287/isre.1120.0471
857,10.1145/1592761.1592793
858,10.1007/s10479-013-1444-y
859,10.5600/mmrr.004.02.a02
860,10.1111/j.0038-4941.2006.00371.x
861,10.12948/issn14531305/17.1.2013.02
862,10.1007/s10729-014-9304-0
863,10.3233/IFS-131095
864,10.1061/(ASCE)CO.1943-7862.0000441
865,10.1509/jmkg.74.1.108
866,10.3233/IP-140337
867,10.1111/1467-8454.12018
868,10.1002/asi.20226
869,10.1007/s10257-013-0221-4
870,10.1111/j.1539-6975.2009.01311.x
871,10.1111/j.1745-493X.2009.03179.x
872,10.1007/s11187-012-9440-1
873,10.1007/s10729-013-9250-2
874,10.1080/1360080X.2013.844670
875,10.5465/AMJ.2005.17843947
876,10.1002/sres.765
877,10.1007/s10257-008-0081-5
878,10.1145/1118178.1118217
879,10.1080/09511920902741117
880,10.1080/00207543.2014.937509
881,10.1287/msom.1120.0423
882,10.1002/asi.21153
883,10.1080/0951192052000288242
884,10.1080/01930826.2012.629964
885,10.1007/s10845-009-0321-7
886,10.1002/asi.21247
887,10.1002/gsj.1096
888,10.5958/0976-478X.2015.00045.2
889,10.1287/inte.2013.0697
890,10.1111/j.1540-4609.2011.00320.x
891,10.5465/AMP.2011.59198450
892,10.1080/07421222.2015.1095034
893,10.1007/s00224-010-9286-3
894,10.1080/09511920601020664
895,10.3401/poms.1080.0015
896,10.1145/1107458.1107462
897,10.1145/1125944.1125949
898,10.1049/iet-com:20070634
899,10.1080/13675567.2014.945402
900,10.1080/07408170701745352
901,10.1287/isre.2014.0519
902,10.1145/1965724.1965752
903,10.1287/isre.2013.0511
904,10.1080/10580530701585831
905,10.1145/1743546.1743568
906,10.1049/iet-com:20060498
907,10.1007/s00291-013-0336-5
908,10.1007/s00291-009-0173-8
909,10.1111/j.0824-7935.2005.00269.x
910,10.1377/hlthaff.2014.0048
911,10.1049/ip-com:20040649
912,10.1007/s10257-005-0012-7
913,10.1080/10580530701586151
914,10.1002/pmj.21393
915,10.12948/issn14531305/18.4.2014.12
916,10.1007/s11235-011-9608-z
917,10.1080/01446193.2015.1016541
918,10.1002/asi.20361
919,10.1002/pmj.21292
920,10.6017/ital.v34i4.8650
921,10.1145/1284621.1284625
922,10.1080/00207543.2013.848479
923,10.1287/isre.1100.0320
924,10.1111/j.1468-0394.2007.00433.x
925,10.1002/itdj.20085
926,10.1002/asi.22965
927,10.1057/jt.2009.24
928,10.1002/asi.21578
929,10.1080/01972240490951971
930,10.1080/09511920701196950
931,10.1002/sres.2297
932,10.1287/isre.1110.0396
933,10.1080/10580530701239314
934,10.2105/AJPH.2010.202820
935,10.2753/MTP1069-6679160306
936,10.1002/tqem.20167
937,10.1007/s11257-014-9148-9
938,10.1287/isre.1120.0430
939,10.1111/j.1467-9671.2009.01146.x
940,10.1287/ijoc.1060.0193
941,10.1007/s10551-006-9179-1
942,10.1080/08920750590883132
943,10.1080/01930826.2015.1076316
944,10.1007/s10257-012-0211-y
945,10.1080/09511920512331317818
946,10.1177/0143624406070662
947,10.1007/s10257-010-0150-4
948,10.1080/0951192X.2012.667155
949,10.1061/(ASCE)CO.1943-7862.0000630
950,10.7880/abas.13.91
951,10.1145/2501654.2501655
952,10.1080/15256480801909071
953,10.1007/s10729-009-9111-1
954,10.1002/asi.20201
955,10.1002/jtr.1989
956,10.1287/ijoc.1050.0142
957,10.1080/09511920701819163
958,10.1080/09654313.2012.713329
959,10.1007/s11575-011-0075-2
960,10.1377/hlthaff.2013.0958
961,10.1111/j.1099-1123.2009.00413.x
962,10.1145/1629175.1629207
963,10.1002/itdj.20030
964,10.1145/2063509.2063510
965,10.3846/1611-1699.2008.9.97106
966,10.1002/kpm.1396
967,10.2105/AJPH.2012.300847
968,10.1002/nml.160
969,10.1080/00207540802230058
970,10.3233/IFS-141337
971,10.1111/poms.12195
972,10.1111/1468-0009.12091
973,10.1080/10580530.2012.687313
974,10.1287/opre.2015.1403
975,10.1111/j.1540-4609.2008.00189.x
976,10.1111/1467-8489.12041
977,10.1002/cind.7521_8.x
978,10.1080/10580530.2011.562132
979,10.1080/13669877.2012.666757
980,10.1080/17517570802395626
981,10.1093/imaman/dpu004
982,10.6126/APMR.2013.18.3.04
983,10.1049/iet-com:20070127
984,10.1002/isaf.333
985,10.1080/09640568.2013.820658
986,10.1057/palgrave.jmm.5050019
987,10.1002/asi.21091
988,10.1080/09585190601068334
989,10.1145/1247001.1247003
990,10.1080/00207540903036313
991,10.1080/0144929X.2012.708787
992,10.2753/MIS0742-1222310203
993,10.1007/s11235-014-9885-4
994,10.1007/s10589-007-9080-6
995,10.1080/00036840701604511
996,10.1007/s10479-014-1627-1
997,10.1080/09613218.2011.602182
998,10.1080/08832323.2015.1074151
999,10.3168/jds.2009-2565
1000,10.1287/opre.1090.0745
1001,10.1080/00207540802273736
1002,10.1002/asi.21195
1003,10.1287/isre.2015.0575
1004,10.1080/10580530.2014.854033
1005,10.1377/hlthaff.2011.0136
1006,10.3846/1648715X.2011.582739
1007,10.4270/ruc.2015437
1008,10.1080/02664763.2011.611239
1009,10.1061/(ASCE)0733-9364(2007)133:6(462)
1010,10.1287/isre.1100.0296
1011,10.1089/cpb.2005.8.580
1012,10.1300/J369v08n01-07
1013,10.1080/13669877.2013.816335
1014,10.1287/isre.2013.0480
1015,10.1080/1528008X.2015.1016592
1016,10.1007/s10551-010-0605-z
1017,10.1080/0740817X.2013.813095
1018,10.3168/jds.2009-2419
1019,10.1142/S0218539310003652
1020,10.2105/AJPH.2014.302335
1021,10.2753/MIS0742-1222310208
1022,10.1080/00207540903246623
1023,10.1007/s10257-008-0091-3
1024,10.1007/s00291-013-0328-5
1025,10.1057/rpm.2009.42
1026,10.1111/jpim.12110
1027,10.1080/02642069.2011.567415
1028,10.1080/10580530601036786
1029,10.1061/(ASCE)0733-9364(2007)133:6(417)
1030,10.1145/2379776.2379784
1031,10.1386/ijtm.5.2.159_1
1032,10.1111/j.1540-627X.2007.00197.x
1033,10.1080/08839514.2010.529258
1034,10.1287/msom.2013.0432
1035,10.1080/0144619042000287787
1036,10.1111/risa.12178
1037,10.1007/s10997-008-9075-4
1038,10.1287/isre.2015.0570
1039,10.1057/dbm.2010.12
1040,10.1111/j.1468-0408.2012.00547.x
1041,10.4067/S0718-18762014000200005
1042,10.1080/07408170590918263
1043,10.1111/j.1540-6210.2007.00707.x
1044,10.1080/10580530.2013.832966
1045,10.1080/00987913.2015.1069782
1046,10.1080/08839510801972801
1047,10.1111/poms.12366
1048,10.1287/mnsc.1110.1473
1049,10.1002/isaf.1376
1050,10.2753/MIS0742-1222270210
1051,10.1080/08839510601115544
1052,10.1080/13698575.2011.624592
1053,10.1080/17517570902741653
1054,10.1377/hlthaff.2012.0545
1055,10.1145/1125944.1125975
1056,10.1080/14783360500450780
1057,10.1111/j.1467-8551.2011.00747.x
1058,10.1145/2659899
1059,10.1002/asi.20307
1060,10.1002/joe.20122
1061,10.1007/s10845-008-0106-4
1062,10.1007/s11235-011-9432-5
1063,10.1145/1047671.1047680
1064,10.1509/jmkg.71.1.160
1065,10.1002/asi.20149
1066,10.1002/nav.21630
1067,10.1007/s11205-008-9338-0
1068,10.3233/JCS-2009-0343
1069,10.1300/J179v05n04_08
1070,10.1002/agr.20272
1071,10.1080/07408170802331243
1072,10.1007/s11156-010-0195-y
1073,10.1111/deci.12010
1074,10.1080/00207540902814330
1075,10.1080/09640568.2012.741045
1076,10.1111/dech.12053
1077,10.1007/s10551-011-1000-0
1078,10.1080/10580530.2012.634295
1079,10.1080/00207540600570432
1080,10.1080/09511920601182225
1081,10.2308/aud.2009.28.2.305
1082,10.1002/asi.23147
1083,10.1080/0144929X.2015.1004651
1084,10.1145/1076211.1076231
1085,10.1377/hlthaff.2012.0306
1086,10.2753/MIS0742-1222310207
1087,10.1111/tgis.12031
1088,10.1080/09585192.2013.775029
1089,10.1287/mnsc.1040.0354
1090,10.1002/jcaf.21872
1091,10.1002/kpm.382
1092,10.1002/CJAS.65
1093,10.3145/epi.2009.jul.03
1094,10.2308/jis.2011.25.1.159
1095,10.1111/j.1468-0335.2006.00500.x
1096,10.1287/opre.1100.0847
1097,10.4067/S0718-18762010000300006
1098,10.1049/ip-cds:20050188
1099,10.1080/19368623.2013.787919
1100,10.1080/09511920903030361
1101,10.1007/s10660-013-9124-1
1102,10.1080/01930820903238834
1103,10.1080/00076790802602164
1104,10.1002/sres.978
1105,10.1080/0740817X.2014.980869
1106,10.1080/10580530902797573
1107,10.1080/00207543.2013.848482
1108,10.1080/14783363.2012.756744
1109,10.1111/j.1365-2575.2011.00382.x
1110,10.1287/isre.2014.0549
1111,10.1007/s10603-012-9211-z
1112,10.1111/j.1540-5885.2009.00698.x
1113,10.1377/hlthaff.2014.0031
1114,10.7903/ijecs.1393
1115,10.1080/0898562042000310714
1116,10.1002/asi.23090
1117,10.1080/14719037.2013.798029
1118,10.1007/s10729-011-9170-y
1119,10.1049/iet-cta.2009.0118
1120,10.3233/IFS-130893
1121,10.5200/1822-9530.2010.03
1122,10.1145/2379776.2379788
1123,10.1049/iet-smt:20060089
1124,10.1080/00207543.2011.651539
1125,10.2753/MIS0742-1222310104
1126,10.1007/s10479-015-1925-2
1127,10.2753/MIS0742-1222310108
1128,10.1111/ropr.12056
1129,10.1145/1125944.1125945
1130,10.1061/(ASCE)CO.1943-7862.0000322
1131,10.1111/j.1467-8640.2007.00308.x
1132,10.1080/0144929X.2013.845910
1133,10.1089/cyber.2014.0098
1134,10.1080/08997764.2012.729546
1135,10.1111/deci.12096
1136,10.1287/isre.1120.0473
1137,10.1287/mnsc.2013.1888
1138,10.3233/IKS-130216
1139,10.1111/j.1740-8784.2006.00049.x
1140,10.1258/hsmr.2009.009027
1141,10.1111/j.1540-6296.2006.00086.x
1142,10.1080/09585192.2011.561230
1143,10.1080/17517575.2011.654266
1144,10.1111/j.1540-4609.2011.00325.x
1145,10.1080/07421222.2015.1063315
1146,10.1111/j.1937-5956.2012.01353.x
1147,10.1080/08985620801886406
1148,10.1287/inte.1100.0507
1149,10.1287/ijoc.2015.0647
1150,10.1061/(ASCE)0733-9364(2006)132:9(976)
1151,10.1287/ijoc.1050.0153
1152,10.1111/j.1540-5915.2007.00165.x
1153,10.1287/mksc.2015.0943
1154,10.1111/j.1467-8640.2011.00380.x
1155,10.1007/s10551-011-0752-x
1156,10.1007/s10551-011-0854-5
1157,10.1080/02642069.2011.632003
1158,10.1007/s11213-012-9240-1
1159,10.1007/s00168-009-0298-3
1160,10.1145/2109196.2109197
1161,10.1080/0144929X.2013.816775
1162,10.1177/0095399705285999
1163,10.1080/00207543.2012.754965
1164,10.1080/09537287.2014.963726
1165,10.1080/10447318.2014.941271
1166,10.3991/ijac.v2i3.1002
1167,10.1002/itdj.20072
1168,10.1080/17517570802072795
1169,10.1002/ecj.11442
1170,10.1080/01930820903089120
1171,10.1002/bse.666
1172,10.1002/mde.1267
1173,10.1080/14719037.2011.553265
1174,10.1080/0144929X.2014.934290
1175,10.1300/J149v08n01_03
1176,10.1145/1562164.1562199
1177,10.1007/s11414-011-9262-y
1178,10.1111/j.1752-1718.2011.01420.x
1179,10.1111/j.1467-8683.2011.00848.x
1180,10.12948/issn14531305/18.1.2014.04
1181,10.1111/j.1540-627X.2005.00138.x
1182,10.1080/0740817X.2010.532851
1183,10.1007/s11235-010-9281-7
1184,10.1080/09640568.2014.967387
1185,10.1002/asi.21594
1186,10.1080/00207543.2013.775526
1187,10.1377/hlthaff.26.2.wl07
1188,10.1007/s10257-013-0215-2
1189,10.1007/s10845-013-0741-2
1190,10.1080/02642060701846853
1191,10.1287/mnsc.1120.1584
1192,10.1111/j.1530-9290.2009.00180.x
1193,10.1080/00207543.2012.662604
1194,10.1080/00207543.2012.654409
1195,10.1002/mde.1244
1196,10.1377/hlthaff.2013.0194
1197,10.1002/asi.22886
1198,10.1007/s10058-013-0155-9
1199,10.1080/10447318.2011.622971
1200,10.1080/00207543.2011.562563
1201,10.1109/MS.2010.128
1202,10.1080/00207540902991690
1203,10.1007/s10845-008-0085-5
1204,10.3233/IDA-140662
1205,10.3233/IFS-120635
1206,10.1080/00207540500521188
1207,10.1080/02681101003746490
1208,10.1007/s00191-006-0031-7
1209,10.1080/09544828.2014.911825
1210,10.1080/01944363.2012.677120
1211,10.1002/asi.21387
1212,10.1080/03643100902769020
1213,10.1515/ijek-2015-0006
1214,10.1080/09511921003736766
1215,10.1080/07408170590961148
1216,10.1080/00207543.2014.988886
1217,10.1007/s10257-012-0203-y
1218,10.1007/s11235-013-9792-0
1219,10.1007/s10207-005-0073-0
1220,10.1080/14783363.2013.807679
1221,10.1007/s10869-009-9153-x
1222,10.1287/ijoc.1090.0364
1223,10.1287/isre.1080.0224
1224,10.1002/sdr.445
1225,10.1080/10580530.2012.716738
1226,10.1287/mnsc.2014.1973
1227,10.3233/IFS-130891
1228,10.3233/SJI-2009-0712
1229,10.1258/hsmr.2012.012001
1230,10.1287/ijoc.1060.0205
1231,10.1080/14719030903318947
1232,10.1061/(ASCE)CO.1943-7862.0000681
1233,10.1080/09640560600947055
1234,10.1111/j.1467-8608.2008.00538.x
1235,10.1002/nml.107
1236,10.1287/opre.1090.0757
1237,10.1111/j.1468-0394.2005.00317.x
1238,10.1007/s10729-009-9124-9
1239,10.1080/02664760500449311
1240,10.1111/j.1475-3995.2010.00795.x
1241,10.3233/AIC-130554
1242,10.1111/j.1540-5915.2011.00332.x
1243,10.1007/s11235-013-9769-z
1244,10.1002/pfi.21437
1245,10.1007/s11166-014-9200-5
1246,10.1007/s10479-010-0704-3
1247,10.1207/s15327590ijhc2201-02_10
1248,10.1377/hlthaff.2012.1120
1249,10.1002/asi.23341
1250,10.1002/isaf.334
1251,10.1080/00207540600733543
1252,10.1007/s10257-015-0273-8
1253,10.1007/s11151-012-9362-8
1254,10.1002/tqem.20278
1255,10.1007/s10551-009-0077-1
1256,10.1057/palgrave.dam.3650038
1257,10.1007/s10479-005-2447-0
1258,10.1111/j.1753-6405.2008.00162.x
1259,10.1002/kpm.1437
1260,10.1080/00207540903252308
1261,10.1111/isj.12035
1262,10.1111/j.1468-0432.2010.00531.x
1263,10.1111/j.1540-5885.2011.00812.x
1264,10.1007/s10257-014-0241-8
1265,10.5958/0976-478X.2014.00335.8
1266,10.1007/s11235-010-9359-2
1267,10.1007/s40171-014-0080-y
1268,10.3138/infor.53.1.13
1269,10.1145/1081992.1082026
1270,10.3233/IFS-141147
1271,10.1111/faam.12032
1272,10.1080/00987913.2014.999854
1273,10.1002/hrm.21555
1274,10.1007/s40171-013-0030-0
1275,10.1002/asi.20152
1276,10.1145/1039539.1039542
1277,10.1007/s11235-011-9641-y
1278,10.1080/02664760600746905
1279,10.2308/isys-50398
1280,10.1007/s40171-013-0031-z
1281,10.1145/1897816.1897823
1282,10.1145/1562764.1562800
1283,10.1080/00207543.2014.906761
1284,10.1080/03643107.2011.614532
1285,10.1111/j.0275-1100.2005.00353.x
1286,10.1007/s10100-008-0058-y
1287,10.3233/IFS-130909
1288,10.1007/s10845-008-0190-5
1289,10.1111/j.1937-5956.2011.01184.x
1290,10.1002/nav.21532
1291,10.2308/jmar-50218
1292,10.1049/iet-com.2008.0069
1293,10.1111/j.1741-6248.2006.00056.x
1294,10.1145/1965724.1965735
1295,10.2753/MIS0742-1222300107
1296,10.1080/10580530701777164
1297,10.1007/s10207-013-0205-x
1298,10.1080/01449290500102086
1299,10.1504/IJEM.2015.069514
1300,10.1111/poms.12173
1301,10.1080/13504850701452023
1302,10.1080/00207540412331299675
1303,10.1007/s11235-009-9269-3
1304,10.1080/10580531003685220
1305,10.1080/10580530.2014.958342
1306,10.1145/1226736.1226768
1307,10.1007/s10107-006-0722-8
1308,10.1377/hlthaff.2013.0744
1309,10.1080/00207540701224327
1310,10.7903/ijecs.1111
1311,10.1080/08982110903022533
1312,10.1007/s10672-007-9035-1
1313,10.1287/isre.1100.0324
1314,10.1007/s11123-007-0070-6
1315,10.1007/s10207-009-0082-5
1316,10.1287/isre.1110.0392
1317,10.1080/10580530801941314
1318,10.1111/ijsa.12021
1319,10.3722/cadaps.2012.733-745
1320,10.1007/s10257-010-0156-y
1321,10.1377/hlthaff.2012.0056
1322,10.1287/mnsc.1050.0489
1323,10.1080/10580530.2014.923263
1324,10.1111/j.1540-5915.2012.00389.x
1325,10.1080/10580530.2015.1044324
1326,10.1377/hlthaff.2012.0518
1327,10.2105/AJPH.2010.194381
1328,10.1080/13669877.2014.910679
1329,10.1002/ecj.11675
1330,10.1007/s10257-013-0214-3
1331,10.1111/j.1468-2958.2011.01424.x
1332,10.1080/0144929X.2012.702286
1333,10.1111/j.1467-9671.2010.01222.x
1334,10.1049/iet-com:20070358
1335,10.5755/j01.em.17.2.2177
1336,10.1080/02681102.2014.996201
1337,10.1002/itdj.20077
1338,10.1002/jcaf.20400
1339,10.1080/09585192.2012.665074
1340,10.1111/j.1752-1718.2010.01373.x
1341,10.1177/0256090915575450
1342,10.1145/1924421.1924449
1343,10.1080/08832323.2014.933155
1344,10.1287/inte.2014.0760
1345,10.1007/s10479-009-0616-2
1346,10.1016/j.serrev.2009.02.002
1347,10.1145/1272516.1272518
1348,10.1080/08920753.2010.509466
1349,10.1111/j.1468-5957.2008.02118.x
1350,10.1002/asi.22652
1351,10.1080/10580530.2015.1044337
1352,10.1049/iet-com.2010.0337
1353,10.1111/j.1745-6606.2011.01218.x
1354,10.1145/1646353.1646387
1355,10.1002/pam.20110
1356,10.1111/j.1365-2575.2007.00292.x
1357,10.1145/1275497.1275499
1358,10.1145/2398356.2398376
1359,10.1080/17517575.2011.575475
1360,10.1002/asi.22912
1361,10.1080/00207540500045329
1362,10.1007/s10726-009-9167-9
1363,10.1111/j.1540-5915.2012.00368.x
1364,10.1080/09585190801895528
1365,10.1007/s10766-007-0066-x
1366,10.1061/(ASCE)0733-9364(2008)134:12(991)
1367,10.1111/j.1365-2575.2011.00375.x
1368,10.1145/1344411.1344414
1369,10.1080/08839510902804796
1370,10.1007/s10551-010-0476-3
1371,10.1080/00207540903174965
1372,10.1111/j.1745-493X.2007.00034.x
1373,10.1080/09537325.2014.952625
1374,10.1080/02681102.2013.836699
1375,10.1007/s10845-012-0721-y
1376,10.1002/sres.970
1377,10.1111/j.1467-8616.2008.00558.x
1378,10.1002/asi.20254
1379,10.1111/j.1467-6281.2005.00181.x
1380,10.1111/j.1365-2575.2005.00202.x
1381,10.1111/j.1467-8683.2007.00614.x
1382,10.1007/s00186-006-0120-2
1383,10.1377/hlthaff.2010.1210
1384,10.1002/asi.20801
1385,10.1007/s10257-005-0054-x
1386,10.1049/me:20060103
1387,10.1145/1096000.1096009
1388,10.1287/isre.2015.0600
1389,10.1787/budget-14-5jrtl4wnm1r5
1390,10.1007/s10726-006-9035-9
1391,10.5465/amj.2015.4002
1392,10.1007/s00148-007-0153-8
1393,10.1080/09544820802043583
1394,10.1300/J042v19n02-06
1395,10.1111/j.1540-5885.2009.00691.x
1396,10.1016/j.serrev.2011.12.014
1397,10.1007/s10726-006-9030-1
1398,10.1145/1516046.1516079
1399,10.1111/j.1467-6419.2006.00261.x
1400,10.1002/isaf.275
1401,10.1155/2012/798286
1402,10.1007/s40171-013-0052-7
1403,10.1287/isre.2015.0596
1404,10.1145/1183236.1183250
1405,10.1002/mar.20567
1406,10.1002/itdj.20115
1407,10.1002/asmb.697
1408,10.3233/IFS-131083
1409,10.3233/IDA-130611
1410,10.1080/0144929X.2014.988176
1411,10.1287/mnsc.1120.1673
1412,10.1007/s10726-012-9297-3
1413,10.1111/j.1468-5973.2012.00648.x
1414,10.1080/0951192X.2011.554873
1415,10.1002/ijfe.1495
1416,10.1080/09640568.2012.717886
1417,10.1007/s11257-012-9128-x
1418,10.1111/j.1467-9310.2007.00479.x
1419,10.1111/j.1937-5956.2010.01157.x
1420,10.1287/isre.1100.0313
1421,10.3846/20294913.2015.1055613
1422,10.1080/09654313.2011.586189
1423,10.1111/tgis.12044
1424,10.3991/ijac.v5i1.1887
1425,10.1145/1743546.1743584
1426,10.1002/asi.20137
1427,10.1111/j.1467-9965.2007.00330.x
1428,10.1080/00207543.2010.544074
1429,10.1007/s10589-008-9169-6
1430,10.1111/j.1468-0394.2006.00400.x
1431,10.1111/isj.12060
1432,10.1287/isre.1120.0470
1433,10.1007/s00291-010-0210-7
1434,10.1057/palgrave.dam.3650076
1435,10.1002/agr.20163
1436,10.1111/isj.12064
1437,10.1080/0144929X.2011.624638
1438,10.1007/s10845-013-0745-y
1439,10.1377/hlthaff.2013.0615
1440,10.1111/j.1467-9515.2010.00714.x
1441,10.1080/00207543.2014.937009
1442,10.1287/isre.1110.0391
1443,10.1080/08920750802527127
1444,10.1007/s12197-008-9062-2
1445,10.1207/s15327590ijhc2201-02_1
1446,10.1089/cyber.2012.0345
1447,10.1007/s10479-013-1355-y
1448,10.1080/07421222.2014.1001257
1449,10.1377/hlthaff.2014.0023
1450,10.1080/01972240600904274
1451,10.1080/08920753.2014.985177
1452,10.1111/j.1467-9310.2005.00414.x
1453,10.1111/j.1468-036X.2008.00479.x
1454,10.1509/jppm.29.1.138
1455,10.1287/msom.1040.0064
1456,10.1002/kpm.322
1457,10.1007/s10479-011-1020-2
1458,10.1111/j.1365-2575.2011.00379.x
1459,10.1111/itor.12098
1460,10.1377/hlthaff.2011.1274
1461,10.1509/jmr.13.0530
1462,10.15611/pn.2015.398.02
1463,10.1080/13600860600852127
1464,10.4067/S0718-18762011000100006
1465,10.1080/0951192X.2014.900863
1466,10.1111/j.1467-629X.2009.00311.x
1467,10.1145/1226736.1226766
1468,10.1080/0144929X.2012.748137
1469,10.1007/s10207-008-0061-2
1470,10.1080/00207543.2012.762134
1471,10.1007/s11235-008-9125-x
1472,10.1287/isre.2014.0554
1473,10.2105/AJPH.2013.301608
1474,10.1111/j.1540-5915.2006.00121.x
1475,10.1080/01446193.2014.892629
1476,10.1007/s11235-011-9479-3
1477,10.1111/j.1468-0394.2010.00552.x
1478,10.1080/02681102.2011.561278
1479,10.2979/eservicej.8.3.24
1480,10.1145/1378727.1389969
1481,10.1287/trsc.1050.0129
1482,10.1080/0144929X.2013.815276
1483,10.1080/00207540902824974
1484,10.1080/13600830600676396
1485,10.1002/asi.22908
1486,10.1007/s10107-007-0100-1
1487,10.1111/tgis.12077
1488,10.1080/00207543.2011.561374
1489,10.1080/10580530.2014.854089
1490,10.1002/jls.21225
1491,10.1080/03003930500453450
1492,10.1061/(ASCE)0742-597X(2008)24:4(198)
1493,10.1007/s10100-012-0275-2
1494,10.1007/s11235-013-9844-5
1495,10.1111/tgis.12014
1496,10.1057/palgrave.rpm.5160111
1497,10.1287/inte.2014.0765
1498,10.1007/s10845-008-0154-9
1499,10.1080/09603107.2013.797557
1500,10.1080/10447318.2011.590063
1501,10.3168/jds.2009-2479
