,doi
8098,10.1002/pmj.20207
8099,10.1145/2532637
8100,10.1007/s10257-014-0240-9
8101,10.1080/00207540801918588
8102,10.1080/02681101003741681
8103,10.1111/j.1539-6924.2006.00807.x
8104,10.3934/jimo.2015.11.1041
8105,10.1080/07370024.2013.812411
8106,10.3233/IFS-151595
8107,10.1002/asi.21703
8108,10.1111/j.1937-5956.2009.01100.x
8109,10.1007/s10479-012-1130-5
8110,10.1111/j.1365-2575.2005.00188.x
8111,10.1080/00343400701808865
8112,10.1080/00036846.2014.1002903
8113,10.1007/s10845-013-0748-8
8114,10.1061/(ASCE)0733-9364(2005)131:2(187)
8115,10.1111/jbfa.12046
8116,10.3233/IP-150357
8117,10.1057/palgrave.dam.3650074
8118,10.1080/00207540902950845
8119,10.1002/sres.2292
8120,10.1080/00207540802552683
8121,10.1080/00207543.2014.991841
8122,10.1111/j.1365-2575.2006.00213.x
8123,10.1111/j.1753-6405.2012.00934.x
8124,10.1287/orsc.1090.0473
8125,10.1111/isj.12040
8126,10.1080/17517575.2012.677479
8127,10.1061/(ASCE)CO.1943-7862.0000109
8128,10.1080/02642060500050541
8129,10.1111/j.1468-0009.2011.00628.x
8130,10.1007/s00224-007-9015-8
8131,10.1145/1592761.1592778
8132,10.1111/poms.12310
8133,10.1002/nav.21634
8134,10.1002/hrm.21474
8135,10.1109/MS.2011.122
8136,10.1080/09654310802315708
8137,10.1287/mnsc.1120.1661
8138,10.1007/s10700-010-9087-9
8139,10.1300/J179v05n04_05
8140,10.1080/09638180500104659
8141,10.1145/1132469.1132473
8142,10.7595/management.fon.2012.0021
8143,10.3846/btp.2015.553
8144,10.1007/s00291-013-0355-2
8145,10.2753/MIS0742-1222270107
8146,10.1080/09640568.2013.824872
8147,10.1002/ert.20231
8148,10.1287/opre.2014.1342
8149,10.1111/j.1475-3995.2007.00588.x
8150,10.1111/j.1539-6924.2007.00957.x
8151,10.15308/SInteZa-2014-706-714
8152,10.1007/s10726-011-9257-3
8153,10.1287/isre.1050.0044
8154,10.1377/hlthaff.2012.0535
8155,10.1287/mnsc.2013.1843
8156,10.1145/1897852.1897868
8157,10.3145/epi.2012.may.01
8158,10.2753/MIS0742-1222290408
8159,10.1080/1360080X.2014.884677
8160,10.1002/asi.21416
8161,10.3233/ISU-2011-0629
8162,10.1109/MS.2013.90
8163,10.1007/s10726-005-9006-6
8164,10.1080/09511920701607766
8165,10.2753/PMR1530-9576340305
8166,10.1007/s11414-010-9221-z
8167,10.1080/13675567.2015.1026884
8168,10.1145/1877766.1877769
8169,10.1080/01449290601177029
8170,10.1002/nav.21585
8171,10.1287/isre.2015.0598
8172,10.1080/10580530.2010.493834
8173,10.1007/s10729-008-9060-0
8174,10.2753/MIS0742-1222300110
8175,10.1007/s10479-015-1847-z
8176,10.1300/J038v12n04-07
8177,10.1007/s10726-008-9113-2
8178,10.1080/00036846.2013.844332
8179,10.1007/s10257-007-0057-x
8180,10.1080/00207543.2014.955219
8181,10.1080/08982110802445561
8182,10.1007/s10726-009-9185-7
8183,10.1111/j.1467-9310.2009.00577.x
8184,10.1287/trsc.1120.0407
8185,10.2753/PMR1530-9576370104
8186,10.2753/MIS0742-1222300401
8187,10.1007/s10257-007-0058-9
8188,10.1080/0144929X.2011.582151
8189,10.1080/00207540903154264
8190,10.1080/15256480.2011.564491
8191,10.1287/mksc.1040.0100
8192,10.1002/asi.23292
8193,10.1061/(ASCE)CO.1943-7862.0000346
8194,10.1002/isaf.308
8195,10.1111/j.1365-2575.2008.00309.x
8196,10.1111/j.1467-9310.2009.00564.x
8197,10.1007/s10257-009-0122-8
8198,10.1111/j.1467-8616.2007.00482.x
8199,10.1007/s00291-006-0072-1
8200,10.1002/asi.20574
8201,10.1145/1247715.1247718
8202,10.1016/j.serrev.2010.09.001
8203,10.1002/nav.21531
8204,10.1080/09585190802707292
8205,10.1080/00236561003654776
8206,10.1002/csr.239
8207,10.1258/hsmr.2012.012018
8208,10.1061/(ASCE)CO.1943-7862.0000626
8209,10.1080/10572250701590893
8210,10.1145/1342327.1342344
8211,10.1287/isre.1070.0142
8212,10.1111/j.1530-9290.2010.00272.x
8213,10.1007/s11067-006-9283-x
8214,10.3846/1392-8619.2008.14.428-443
8215,10.1007/s10845-008-0211-4
8216,10.1007/s10257-010-0144-2
8217,10.1111/j.1468-5973.2011.00646.x
8218,10.1080/00207543.2013.825383
8219,10.1287/isre.1110.0387
8220,10.1016/S0140-6736(06)68139-7
8221,10.1007/s10845-009-0350-2
8222,10.2105/AJPH.2011.300153
8223,10.1080/13545701.2011.573483
8224,10.1002/asi.21358
8225,10.2753/MIS0742-1222290410
8226,10.1111/exsy.12071
8227,10.12948/issn14531305/17.3.2013.08
8228,10.1287/ijoc.1120.0517
8229,10.1002/asi.23297
8230,10.1007/s10845-008-0141-1
8231,10.1080/00207540902810585
8232,10.1057/thr.2008.45
8233,10.1145/2501654.2501661
8234,10.1287/orsc.1110.0647
8235,10.1111/j.1937-5956.2011.01317.x
8236,10.2753/MIS0742-1222310205
8237,10.1007/s11142-014-9313-8
8238,10.1377/hlthaff.2013.1266
8239,10.1080/0144929X.2013.774047
8240,10.3233/IKS-130220
8241,10.1080/02642069.2014.905923
8242,10.1080/01930820903260432
8243,10.2105/AJPH.2013.301816
8244,10.1002/kpm.1456
8245,10.1080/07421222.2015.1063293
8246,10.1007/s10845-011-0525-5
8247,10.1111/j.1365-2575.2008.00305.x
8248,10.1080/17517570802245441
8249,10.1007/s11235-011-9581-6
8250,10.1080/09613211003729988
8251,10.1080/10580530903455213
8252,10.2753/JEC1086-4415170401
8253,10.1377/hlthaff.28.6.w1160
8254,10.1111/j.1530-9134.2006.00092.x
8255,10.1080/10580530.2013.739885
8256,10.5172/impp.2013.15.2.161
8257,10.1002/tie.20042
8258,10.1080/15256480.2013.753801
8259,:10.1145/1978542.1978566
8260,10.1007/s10551-007-9535-9
8261,10.1080/09613218.2013.857455
8262,10.1080/01449290701628178
8263,10.1142/S1084946713500052
8264,10.1287/ijoc.2013.0551
8265,10.1111/j.1467-9671.2011.01267.x
8266,10.1080/07408170903228942
8267,10.1300/J111v45n01̱14
8268,10.2308/iace-50144
8269,10.1111/emre.12048
8270,10.1377/hlthaff.2011.0358
8271,10.1111/j.1540-4609.2005.00058.x
8272,10.1007/s00168-013-0559-z
8273,10.1080/0951192X.2010.506654
8274,10.1080/00207540701523058
8275,10.1111/j.1467-8616.2013.00917.x
8276,10.3233/AIC-2009-0443
8277,10.1287/inte.1040.0109
8278,10.1080/13600860600955664
8279,10.1080/00207540903089536
8280,10.1111/dsji.12007
8281,10.1061/(ASCE)CO.1943-7862.0000694
8282,10.1080/09654313.2011.573127
8283,10.1145/2188349.2188351
8284,10.1080/17517575.2010.536262
8285,10.1080/15378020.2010.500225
8286,10.1080/14719030903318939
8287,10.1002/asi.21341
8288,10.1080/0961321042000323815
8289,10.1287/mksc.2015.0924
8290,10.1002/kpm.217
8291,10.1080/17517570802132938
8292,10.1002/kpm.291
8293,10.1111/poms.12349
8294,10.1002/asi.21435
8295,10.1111/j.1540-5915.2010.00285.x
8296,10.1300/J366v06n01_06
8297,10.1111/ijau.12035
8298,10.1145/1806907.1806910
8299,10.1111/j.1468-0394.2006.00404_2.x
8300,10.1258/hsmr.2010.010010
8301,10.1080/14783363.2012.728854
8302,10.1061/(ASCE)1532-6748(2007)7:2(61)
8303,10.1007/s10257-005-0003-8
8304,10.1111/j.1467-9671.2008.01113.x
8305,10.1007/s10726-012-9322-6
8306,10.1080/00207540600844019
8307,10.1080/10447318.2012.634768
8308,10.1080/00207540601020486
8309,10.1145/1953122.1953148
8310,10.1080/09544820600664580
8311,10.1111/isj.12010
8312,10.3233/JCS-2011-0422
8313,10.1287/msom.1120.0428
8314,10.1300/J162v07n01-04
8315,10.1287/mksc.1120.0756
8316,10.1049/iet-com.2010.0619
8317,10.1093/bib/bb1014
8318,10.1007/s10806-014-9515-x
8319,10.1258/hsmr.2010.010019
8320,10.1111/j.1745-493X.2009.03153.x
8321,10.1111/j.1540-5915.2011.00338.x
8322,10.1300/J111v46n01-06
8323,10.1287/isre.2014.0523
8324,10.1287/isre.2013.0487
8325,10.1145/2501654.2501656
8326,10.1111/j.1475-3995.2009.00691.x
8327,10.1300/J162v07n03.01
8328,10.1002/sdr.406
8329,10.1080/10580530.2010.514152
8330,10.2753/MIS0742-1222310209
8331,10.1145/2656204
8332,10.1007/s11235-009-9215-4
8333,10.3846/20294913.2015.1056279
8334,10.1080/09511920701416549
8335,10.1080/09585190500404614
8336,10.7595/management.fon.2012.0033
8337,10.1142/S0218539315500047
8338,10.1145/1290958.1290983
8339,10.1007/s10257-014-0233-8
8340,10.1061/(ASCE)0733-9372(2005)131:8(1139)
8341,10.1007/s10726-006-9039-5
8342,10.1145/1378727.1389970
8343,10.1080/0267257X.2010.523709
8344,10.1007/s00607-014-0386-9
8345,10.1002/eet.547
8346,10.1007/s10479-011-0935-y
8347,10.1080/1350486X.2015.1040522
8348,10.3233/IFS-151937
8349,10.2753/JEC1086-4415110206
8350,10.2753/PMR1530-9576380105
8351,10.4067/S0718-18762015000100003
8352,10.1002/pmj.20261
8353,10.1080/10580530.2010.493847
8354,10.1080/15332861.2015.1101945
8355,10.2753/MIS0742-1222290403
8356,10.2753/JEC1086-4415140303
8357,10.5755/j01.em.18.4.5825
8358,10.1061/(ASCE)0733-9364(2006)132:9(901)
8359,10.1080/07408170802165880
8360,10.1145/1145287.1145295
8361,10.1287/isre.2013.0482
8362,10.1080/00207540600658054
8363,10.1049/iet-com:20060082
8364,10.1002/hrm.21663
8365,10.1089/cpb.2007.0244
8366,10.1007/s00181-008-0223-0
8367,10.1111/j.1468-036X.2011.00591.x
8368,10.3233/IFS-151573
8369,10.5755/j01.eis.0.7.3726
8370,10.1111/j.1937-5956.2012.01360.x
8371,10.1287/moor.1090.0438
8372,10.3233/IDA-2010-0414
8373,10.1007/s10672-006-9030-y
8374,10.1080/09613218.2014.869894
8375,10.7819/rbgn.v17i58.1764
8376,10.1080/00207540802426458
8377,10.1145/2543581.2543587
8378,10.1111/ijsa.12041
8379,10.1080/0951192X.2010.511653
8380,10.1111/1468-5973.12079
8381,10.1145/1735223.1735258
8382,10.1007/s10845-009-0257-y
8383,10.1111/j.1468-2370.2011.00315.x
8384,10.1007/s11235-011-9648-4
8385,10.1080/00207543.2011.644818
8386,10.3233/IP-2010-0203
8387,10.1287/isre.1050.0054
8388,10.1155/JAMMC/2006/74907
8389,10.1080/01930826.2013.756689
8390,10.1287/mnsc.1110.1443
8391,10.1007/s11257-011-9097-5
8392,10.1287/opre.1090.0732
8393,10.1287/isre.2013.0493
8394,10.1287/isre.1110.0372
8395,10.1007/s00186-006-0122-0
8396,10.3168/jds.2012-6221
8397,10.1207/s15516709cog3101_7
8398,10.5755/j01.em.17.2.2164
8399,10.1057/dbm.2008.20
8400,10.2105/AJPH.2013.301775
8401,10.1080/02642060802712780
8402,10.2308/iace-50178
8403,10.1049/ip-com:20050038
8404,10.2308/isys-50256
8405,10.1061/(ASCE)EE.1943-7870.0000574
8406,10.1111/exsy.12089
8407,10.1057/palgrave.fsm.4760082
8408,10.1007/s10207-009-0085-2
8409,10.1377/hlthaff.2010.0824
8410,10.1145/2559157
8411,10.3233/GOV-2010-0200
8412,10.1080/01930820802310502
8413,10.1377/hlthaff.2013.1315
8414,10.1080/17517575.2011.587544
8415,10.1111/j.1365-2575.2011.00378.x
8416,10.1080/01449290802479745
8417,10.1089/cyber.2012.0383
8418,10.1061/(ASCE)CO.1943-7862.0000611
8419,10.1049/iet-com:20070505
8420,10.1111/j.1467-8659.2012.03116.x
8421,10.1287/isre.2014.0517
8422,10.1007/s10257-007-0074-9
8423,10.1111/j.1530-9134.2009.00239.x
8424,10.1002/pam.20405
8425,10.1111/j.1365-2575.2009.00341.x
8426,10.1080/08920750903097517
8427,10.1080/13669870701875750
8428,10.1002/kpm.1388
8429,10.2105/10AJPH.2012.300999
8430,10.1145/2629458
8431,10.1002/asi.23181
8432,10.1007/s40171-014-0061-1
8433,10.1080/0951192X.2011.602363
8434,10.1111/j.1468-0491.2008.00412.x
8435,10.1002/asi.20136
8436,10.1007/s10700-010-9090-1
8437,10.1007/s10660-010-9048-y
8438,10.1057/dbm.2008.2
8439,10.1002/ecj.10188
8440,10.1111/1468-0009.12112
8441,10.1016/j.serrev.2013.04.003
8442,10.1080/10580530.2014.958024
8443,10.1002/sdr.309
8444,10.1145/1151030.1151037
8445,10.1111/j.1468-5973.2006.00478.x
8446,10.1080/00207543.2012.694488
8447,10.1007/s10107-010-0356-8
8448,10.1145/1777432.1777433
8449,10.1002/asi.20371
8450,10.1080/01930821003667112
8451,10.1108/14630010610714880
8452,10.1080/00207543.2011.558127
8453,10.1287/isre.2014.0562
8454,10.2753/MIS0742-1222310211
8455,10.1007/s00291-012-0290-7
8456,10.1080/10580530.2014.981108
8457,10.1080/17517575.2014.925586
8458,10.1287/moor.1090.0390
8459,10.3233/IFS-130881
8460,10.1080/10611991.2015.1161465
8461,10.3846/16111699.2012.749805
8462,10.1002/asi.20487
8463,10.1111/j.1467-8268.2008.00195.x
8464,10.2105/AJPH.2011.300640
8465,10.2753/MIS0742-1222270200
8466,10.1080/00207540701452167
8467,10.3233/GOV-2011-0272
8468,10.1300/J109v12n01-01
8469,10.1287/isre.1080.0204
8470,10.1080/00207540500147935
8471,10.1080/14697017.2011.573490
8472,10.1287/ijoc.1060.0183
8473,10.1007/s10551-012-1324-4
8474,10.1007/s10257-010-0138-0
8475,10.1002/ecj.11685
8476,10.1287/msom.2014.0499
8477,10.1080/00207543.2013.860493
8478,10.1080/13669870802323353
8479,10.1111/j.1467-9310.2012.00696.x
8480,10.1016/j.apmrv.2014.12.003
8481,10.1111/j.1365-2575.2008.00300.x
8482,10.1147/S0097539704446487
8483,10.3233/IFS-141206
8484,10.1111/j.1468-246X.2010.01370.x
8485,10.1080/10580530903018243
8486,10.1145/1107458.1107490
8487,10.1002/job.1780
8488,10.1080/14697017.2015.1067243
8489,10.1287/opre.2013.1185
8490,10.4067/S0718-18762011000100005
8491,10.1108/0275666061677164
8492,10.1007/s10109-010-0124-6
8493,10.1155/2008/218140
8494,10.1145/1506409.1506439
8495,10.1111/j.1540-5885.2012.01000.x
8496,10.1007/s10257-010-0129-1
8497,10.2105/AJPH.2014.302533
8498,10.1093/bib/bbp054
8499,10.1287/msom.1110.0332
8500,10.5755/j01.em.17.3.2117
8501,10.1080/10580530.2015.1044347
8502,10.1080/09585192.2012.677463
8503,10.1287/mnsc.2014.1934
8504,10.1080/08839510802573574
8505,10.1080/01446193.2012.672757
8506,10.1080/10580530903018227
8507,10.1061/(ASCE)CO.1943-7862.0000646
8508,10.1002/asi.23294
8509,10.1145/1107458.1107494
8510,10.1002/sres.868
8511,10.1080/13698570600677373
8512,10.1007/s10257-009-0119-3
8513,10.1061/(ASCE)0733-9372(2005)131:3(336)
8514,10.1080/09613218.2014.935575
8515,10.1080/10580530.2012.716740
8516,10.1080/00207543.2011.592156
8517,10.1287/isre.1110.0406
8518,10.1080/07408170600729200
8519,10.1080/09511920601150784
8520,10.1111/j.1475-3995.2008.00624.x
8521,10.1080/09585190500298479
8522,10.1007/s10726-010-9205-7
8523,10.1007/s10257-014-0242-7
8524,10.1007/s10869-005-9017-y
8525,10.1111/j.1753-6405.2012.00952.x
8526,10.1080/00207540903175095
8527,10.5465/AMLE.2010.51428545
8528,10.1080/0144929X.2013.763861
8529,10.1179/2047970015Z.000000000149
8530,10.5600/mmrr.004.02.a04
8531,10.1007/s10257-012-0208-6
8532,10.1080/10580530.2013.794634
8533,10.1145/1735223.1735260
8534,10.1049/iet-com:20060380
8535,10.1287/ijoc.1060.0209
8536,10.1509/jimk.17.2.59
8537,10.1109/MS.2011.69
8538,10.1002/isaf.271
8539,10.1002/tqem.20202
8540,10.1007/s10257-005-0015-4
8541,10.1080/17517575.2010.496494
8542,10.1080/0144929X.2010.511264
8543,10.1002/asi.21438
8544,10.1111/j.1468-0270.2006.00674.x
8545,10.1089/cpb.2007.0061
8546,10.1080/02642069.2011.623773
8547,10.1080/0144929X.2010.528028
8548,10.1111/j.1467-9671.2010.01217.x
8549,10.1145/1121949.1121952
8550,10.1007/s10551-013-1951-4
8551,10.1111/isj.12070
8552,10.1386/tmsd.14.1.29_1
8553,10.1007/s10845-008-0174-5
8554,10.1080/00207721.2013.860636
8555,10.1080/14697680902744737
8556,10.1007/s10479-008-0442-y
8557,10.1080/10496491.2012.646223
8558,10.7903/ijecs.1128
8559,10.1080/00420980701302353
8560,10.1080/0144929X.2011.577191
8561,10.1145/1076211.1076213
8562,10.2501/JAR-53-1-009-010
8563,10.1007/s10257-009-0112-x
8564,101177/0092070305281619
8565,10.1080/14697680802595684
8566,10.1080/0144929X.2012.740638
8567,10.1111/j.1539-6924.2012.01838.x
8568,10.1080/03610918.2013.813037
8569,10.1080/09652540903537022
8570,10.1007/s10869-008-9074-0
8571,10.1007/s11235-011-9552-y
8572,10.3846/20294913.2012.702139
8573,10.1002/asi.21425
8574,10.1080/00207540600818955
8575,10.1287/isre.1100.0333
8576,10.1111/j.1464-0597.2008.00371.x
8577,10.1007/s10726-012-9328-0
8578,10.1080/10580530.2011.610274
8579,10.1080/10580530902794778
8580,10.1080/10580530802384159
8581,10.1287/opre.2014.1316
8582,10.1287/moor.1060.0205
8583,10.1080/02642069.2014.979404
8584,10.1080/09654310701213962
8585,10.1080/01972240903423378
8586,10.1007/s10729-008-9059-6
8587,10.1111/j.1540-5915.2010.00280.x
8588,10.1080/13669877.2014.919515
8589,10.1080/10580530701777099
8590,10.1111/j.1468-005X.2006.00178.x
8591,10.1080/13600830902727863
8592,10.4270/ruc.2011218
8593,10.1377/hlthaff.2010.0762
8594,10.1111/ijtd.12031
8595,10.1007/s10479-004-5034-x
8596,10.1287/ijoc.1080.0269
8597,10.1111/j.1365-2575.2007.00243.x
8598,10.6126/APMR.2014.19.2.03
8599,10.5755/j01.ee.24.3.3312
8600,10.3934/jimo.2015.11.887
8601,10.1179/2047971914Y.0000000069
8602,10.1215/03616878-2854959
8603,10.1300/J238v01n04̱02
8604,10.1080/01972240590925294
8605,10.1080/01446190802259035
8606,10.1145/2037661.2037664
8607,10.3934/jimo.2014.10.1147
8608,10.1007/s10845-010-0475-3
8609,10.1080/08839514.2012.636616
8610,10.1002/mde.1322
8611,10.1179/2047971913Y.0000000042
8612,10.1111/j.2044-8325.2012.02064.x
8613,10.1080/00207543.2010.501550
8614,10.1111/deci.12149
8615,10.1177/1080569910385384
8616,10.1080/01930826.2013.756701
8617,10.1007/s11187-012-9425-0
8618,10.1007/s10479-012-1169-3
8619,10.1287/trsc.1110.0357
8620,10.1287/mnsc.1100.1287
8621,10.1057/palgrave.dam.3650063
8622,10.1002/asi.22848
8623,10.1080/00207543.2010.505935
8624,10.1080/08982112.2011.603110
8625,10.1111/jere.12055
8626,10.1377/hlthaff.2011.0724
8627,10.1007/s10257-013-0225-0
8628,10.1002/asi.22805
8629,10.1080/00207543.2011.578160
8630,10.1007/s10257-005-0001-x
8631,10.1111/j.0267-4424.2006.00401.x
8632,10.1300/J111v45n03̱05
8633,10.1080/10580530.2012.687317
8634,10.5465/AMR.2010.51142246
8635,10.1080/00207543.2011.575096
8636,10.1002/asi.22779
8637,10.1377/hlthaff.2014.0143
8638,10.1007/s10257-014-0244-5
8639,10.1155/JAMDS.2005.1
8640,10.1049/ip-com:20045003
8641,10.1111/j.1540-5915.2009.00226.x
8642,10.1111/j.1540-4609.2006.00101.x
8643,10.1007/s11187-008-9129-7
8644,10.1377/hlthaff.2011.1201
8645,10.1377/hlthaff.2012.1157
8646,10.3233/IDA-2010-0423
8647,10.1300/J111v43n0107
8648,10.1061/(ASCE)EE.1943-7870.0000673
8649,10.1080/09511920903440354
8650,10.3233/IKS-2009-0151
8651,10.1080/09585190802110067
8652,10.1111/caim.12083
8653,10.1287/mnsc.1120.1571
8654,10.1061/(ASCE)0742-597X(2006)22:1(2)
8655,10.1080/00207541003801283
8656,10.1145/1125944.1125951
8657,10.1145/1498765.1498797
8658,10.1111/j.1468-0394.2008.00476.x
8659,10.1111/j.1468-0009.2010.00611.x
8660,10.1080/14783363.2011.639560
8661,10.2753/MIS0742-1222300310
8662,10.1007/s10551-007-9473-6
8663,10.1080/00207721.2013.784820
8664,10.1300/J147v29n0402
8665,10.1080/09613218.2012.702017
8666,10.5465/AMJ.2007.26279227
8667,10.1080/17517575.2010.504888
8668,10.1007/s10729-014-9271-5
8669,10.1109/TSE.2011.64
8670,10.2478/v10088-010-0004-y
8671,10.1111/jbl.12110
8672,10.1287/isre.1120.0453
8673,10.3233/IFS-141182
8674,10.1061/(ASCE)0733-9364(2006)132:7(759)
8675,10.1002/jsc.780
8676,10.1179/2047971913Y.0000000030
8677,10.5034/inquiryjrnl_47.02.110
8678,10.1007/s10696-012-9161-4
8679,10.1007/s10845-008-0212-3
8680,10.1287/opre.1040.0193
8681,10.1002/bse.536
8682,10.1080/10580530.2010.514248
8683,10.1377/hlthaff.27.5.w391
8684,10.1007/s10845-008-0145-x
8685,10.1287/isre.1110.0370
8686,10.1111/j.1467-9671.2009.01142.x
8687,10.1111/j.1475-3995.2011.00835.x
8688,10.1111/j.1540-6210.2008.00958.x
8689,10.1002/pmj.21523
8690,10.1093/imaman/dprn008
8691,10.1080/00207543.2012.701781
8692,10.1080/00207543.2011.648778
8693,10.1007/s10257-012-0191-y
8694,10.1007/s11156-010-0189-9
8695,10.1007/s00199-010-0562-x
8696,10.1007/s10257-005-0029-y
8697,10.1002/asi.21376
8698,10.1145/2699418
8699,10.1080/02681102.2013.797378
8700,10.1007/s11235-013-9709-y
8701,10.1080/00207543.2014.911987
8702,10.1080/10919390701436374
8703,10.1002/sres.953
8704,10.2753/MIS0742-1222310111
8705,10.1080/00207540600919340
8706,10.1287/isre.1120.0468
8707,10.1080/14697680701562561
8708,10.1111/poms.12088
8709,10.1002/jsc.1972
8710,10.1080/09511920903440347
8711,10.1002/bse.580
8712,10.1111/j.1539-6924.2011.01717.x
8713,10.1111/j.1753-6405.2011.00707.x
8714,10.1080/10580530701777156
8715,10.2105/AJPH.2011.300233
8716,10.1007/s10696-009-9057-0
8717,10.1111/j.1539-6924.2009.01289.x
8718,10.3233/IFS-141306
8719,10.1080/10580530.2014.958345
8720,10.1111/j.1468-2958.2010.01371.x
8721,10.1002/isaf.327
8722,10.2753/MIS0742-1222290404
8723,10.1061/(ASCE)0733-9364(2008)134:9(701)
8724,10.1080/10447318.2015.1085717
8725,10.1049/iet-com.2009.0616
8726,10.1080/07408170802322655
8727,10.1061/(ASCE)CO.1943-7862.0000371
8728,10.1080/09613210903189509
8729,10.1111/j.1467-8489.2007.00361.x
8730,10.1111/j.1539-6924.2011.01618.x
8731,10.1093/bib/bbm012
8732,10.1080/00207540903117873
8733,10.1007/s10479-004-5033-y
8734,10.1080/02681102.2011.568222
8735,10.1007/s10589-013-9610-3
8736,10.2105/AJPH.2011.300361
8737,10.1111/itor.12039
8738,10.1080/10572250701588624
8739,10.1002/asi.20432
8740,10.1061/(ASCE)0742-597X(2008)24:4(245)
8741,10.1080/00207543.2014.916825
8742,10.1080/0144929X.2011.639806
8743,10.1007/s00181-012-0603-3
8744,doi 10.1287/orsc.1090.0441
8745,10.3233/IFS-141198
8746,10.1377/hlthaff.2012.0693
8747,10.1080/15472450.2014.936289
8748,10.1002/mcda.1508
8749,10.1377/hlthaff.2012.0490
8750,10.1080/13645579.2010.530029
8751,10.1080/10580530802384704
8752,10.1080/09639280903416376
8753,10.1007/s10742-010-0056-0
8754,10.1057/dbm.2009.28
8755,10.1007/s10700-015-9206-8
8756,10.1093/imaman/dpm025
8757,10.1007/s10806-012-9396-9
8758,10.1111/j.1464-0597.2007.00291.x
8759,10.1258/hsmr.2008.008006
8760,10.1111/1911-3838.12014
8761,10.1080/00343404.2011.571240
8762,10.1080/08839510590962023
8763,10.1002/asi.21607
8764,10.1145/1121949.1121984
8765,10.1080/0144929X.2010.490957
8766,10.1287/isre.2014.0548
8767,10.1080/09585192.2011.538971
8768,10.3233/IFS-130961
8769,10.1007/s00607-012-0248-2
8770,10.3233/WOR-2010-01021
8771,10.1377/hlthaff.2012.1400
8772,10.1080/00207540903067201
8773,10.1049/ip-com:20050150
8774,10.1080/00207540410001704023
8775,10.1111/j.1540-5885.2010.00748.x
8776,10.1089/cpb.2007.0003
8777,10.1111/j.1467-9388.2008.00585.x
8778,10.1007/s40273-014-0159-5
8779,10.1287/ijoc.1030.0061
8780,10.1080/01930826.2010.489002
8781,10.1080/01449290902727324
8782,10.1016/j.serrev.2008.03.001
8783,10.1007/s11205-009-9501-2
8784,10.1111/j.1467-9671.2010.01236.x
8785,10.1080/15332960903199083
8786,10.1287/ijoc.1040.0121
8787,10.1145/2756543
8788,10.1111/j.1468-0394.2005.00310.x
8789,10.1145/1216016.1216044
8790,10.1111/j.1365-2575.2005.00184.x
8791,10.1111/j.1530-9134.2007.00166.x
8792,10.1287/msom.1070.0157
8793,10.1287/mnsc.1120.1632
8794,10.1111/j.1467-937X.2008.00515.x
8795,10.1287/ijoc.2015.0655
8796,10.1061/(ASCE)EE.1943-7870.0000040
8797,10.1002/asi.22864
8798,10.1142/S0218539313400056
8799,10.1080/07421222.2015.1063281
8800,10.1111/jacf.12082
8801,10.1109/TSE.2012.44
8802,10.1002/isaf.273
8803,10.1111/j.1540-5915.2008.00202.x
8804,10.1080/10580530.2010.493846
8805,10.1080/15332861.2010.526486
8806,10.2753/REE1540-496X460201
8807,10.1061/(ASCE)CO.1943-7862.0000561
8808,10.1007/s10257-007-0049-x
8809,10.1111/j.1099-1123.2005.00103.x
8810,10.1111/jiec.12235
8811,10.1093/imaman/dpp016
8812,10.1145/1342327.1342339
8813,10.1007/s10729-007-9025-8
8814,10.1111/j.1744-1714.2009.00067.x
8815,10.3233/IKS-2009-0134
8816,10.3846/16111699.2011.573284
8817,10.1080/09537325.2014.959483
8818,10.1080/0740817X.2012.712239
8819,10.1080/0144929X.2011.632650
8820,10.1007/s11235-009-9185-6
8821,10.1287/isre.1100.0316
8822,10.1111/exsy.649
8823,10.1080/17517575.2013.857793
8824,10.1007/s10729-007-9033-8
8825,10.1179/175330310X12918040319658
8826,DOI 10.1287/mnsc.1100.1178
8827,10.1287/isre.1080.0222
8828,10.3233/IDA-130622
8829,10.3233/IFS-141336
8830,10.1145/1121949.1121981
8831,10.1111/j.1475-3995.2008.00602.x
8832,10.1002/itdj.20010
8833,10.1258/095148407779614981
8834,10.1080/14783360701602205
8835,10.5465/amle.2010.0084
8836,10.1145/2338626.2338628
8837,10.1111/j.1540-5885.2011.00879.x
8838,10.1111/j.1365-2575.2012.00404.x
8839,10.2753/MTP1069-6679220107
8840,10.1145/2830508
8841,10.1111/j.1467-8659.2012.03108.x
8842,10.1111/1753-6405.12232
8843,10.1111/j.1365-2575.2010.00364.x
8844,10.1111/j.1468-0394.2011.00589.x
8845,10.5034/inquiryjrnl_48.04.01
8846,10.3846/16111699.2014.920718
8847,10.2308/isys-51133
8848,10.1111/j.1745-6622.2007.00162.x
8849,10.1111/j.1365-2575.2008.00297.x
8850,10.1109/MS.2012.106
8851,10.1080/07408170500288190
8852,10.1111/isj.12061
8853,10.1002/pmj.20174
8854,10.1111/poms.12191
8855,10.1002/asi.20513
8856,10.1049/ip-com:20045308
8857,10.1080/10580530.2014.958028
8858,10.1007/s10107-015-0886-1
8859,10.1080/00207543.2013.828166
8860,10.1007/s11205-012-9995-x
8861,10.1080/09511920512331317827
8862,10.1080/00207540601020544
8863,10.1080/0951192X.2013.800232
8864,10.1287/isre.1100.0314
8865,10.1111/j.1540-6229.2009.00239.x
